Word,uniqueID,defs_wordNet,n_synsets,rateGPTLaura,rateSandbox,ambigious_final,comment
headrest,headrest,'a cushion attached to the top of the back of an automobile\'s seat to prevent whiplash\';;\'a rest for the head\',2,,[0 0],0,
headscarf,headscarf,a kerchief worn over the head and tied under the chin',1,,0,0,
headset,headset,receiver consisting of a pair of headphones',1,,0,0,
hearing aid,hearing_aid,an electronic device that amplifies sound and is worn to compensate for poor hearing';;'a conical acoustic device formerly used to direct sound to the ear of a hearing-impaired person',2,,[0 0],0,
hearse,hearse,a vehicle for carrying a coffin to a church or a cemetery; formerly drawn by horses but now usually a motor vehicle',1,,0,0,
heater,heater,device that heats water or supplies warmth to a room';;'(baseball) a pitch thrown with maximum velocity',2,,[0 0],0,
hedge,hedge,"a fence formed by a row of closely planted shrubs or bushes';;'any technique designed to reduce or eliminate financial risk; for example, taking two positions that will offset each other if prices change';;'an intentionally noncommittal or ambiguous statement'",3,,[0],0,
hedgehog,hedgehog,relatively large rodents with sharp erectile bristles mingled with the fur';;'small nocturnal Old World mammal covered with both hair and protective spines',2,,[0 0],0,
helicopter,helicopter,an aircraft without wings that obtains its lift from the rotation of overhead blades',1,,0,0,
helmet,helmet,armor plate that protects the head';;'a protective headgear made of hard material to resist blows',2,,[0 0],0,
highchair,highchair,a chair for feeding a very young child; has four long legs and a footrest and a detachable tray',1,,0,0,
hinge,hinge,a joint that holds two parts together so that one can swing relative to the other';;'a circumstance upon which subsequent events depend',2,,[0 0],0,
hip,hip,either side of the body below the waist and above the thigh';;'the structure of the vertebrate skeleton supporting the lower limbs in humans and the hind limbs or corresponding parts in other vertebrates';;'the ball-and-socket joint between the head of the femur and the acetabulum';;'(architecture) the exterior angle formed by the junction of a sloping side and a sloping end of a roof';;'the fruit of a rose plant',5,,[0 0],0,
hippopotamus,hippopotamus,massive thick-skinned herbivorous animal living in or around rivers of tropical Africa',1,,0,0,
hobbyhorse,hobbyhorse,'a topic to which one constantly reverts\';;\'a child\'s plaything consisting of an imitation horse mounted on rockers; the child straddles it and pretends to ride,2,,[0 0],0,
hockey stick,hockey_stick,sports implement consisting of a stick used by hockey players to move the puck',1,,0,0,
hoe,hoe,a tool with a flat blade attached at right angles to a long handle',1,,0,1,prostitute
hole,hole,an opening into or through something';; 'an opening deliberately made in or through something';; 'one playing period (from tee to green) on a golf course';; 'an unoccupied space';; 'a depression hollowed out of solid matter';; 'a fault';; 'informal terms for a difficult situation';; 'informal terms for the mouth',8,,0,0,typical
holster,holster,a sheath (usually leather) for carrying a handgun';;'a belt with loops or slots for carrying small hand tools',2,,[0],0,
home plate,home_plate,(baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score',1,,0,0,
honey,honey,a sweet yellow liquid produced by bees';;'a beloved person; used as terms of endearment',2,,[0 0],0,
honeycomb,honeycomb,a structure of small hexagonal cells constructed from beeswax by bees and used to store honey and larvae';;'a framework of hexagonal cells resembling the honeycomb built by bees',2,,[0 0],0,
honeypot,honeypot,South African shrub whose flowers when open are cup-shaped resembling artichokes',1,,0,0,
hoodie,hoodie,,,,0,0,
hook,hook1,0,,,0,1,
hook,hook2,0,,,0,1,
hookah,hookah,an oriental tobacco pipe with a long flexible tube connected to a container where the smoke is cooled by passing through water',1,,0,0,
hopscotch,hopscotch,a game in which a child tosses a stone into an area drawn on the ground and then hops through it and back to regain the stone',1,,0,0,
horn,horn,0,,1,0,1,ambiguous
horse,horse,solid-hoofed herbivorous quadruped domesticated since prehistoric times';;'a padded gymnastic apparatus on legs';;'troops trained to fight on horseback';;'a framework for holding wood that is being sawed';;'a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa)',5,,[0 0],0,
horseshoe,horseshoe,game equipment consisting of an open ring of iron used in playing horseshoes\';;\'U-shaped plate nailed to underside of horse\'s hoof,2,,[0 0],0,
hose,hose,socks and stockings and tights collectively (the British include underwear)';;'man's close-fitting garment of the 16th and 17th centuries covering the legs and reaching up to the waist; worn with a doublet';;'a flexible pipe for conveying a liquid or gas',3,,[0 0],0,
hot chocolate,hot_chocolate,a beverage made from cocoa powder and milk and sugar; usually drunk hot',1,,0,0,
hot tub,hot_tub,a very large tub (large enough for more than one bather) filled with hot water',1,,0,0,
hot-air balloon,hot-air_balloon,balloon for travel through the air in a basket suspended below a large bag of heated air',1,,0,0,
hot-water bottle,hot-water_bottle,a stoppered receptacle (usually made of rubber) that is to be filled with hot water and used for warming a bed or parts of the body',1,,0,0,
hotdog,hotdog,someone who performs dangerous stunts to attract attention to himself';;'a frankfurter served hot on a bun';;'a smooth-textured sausage of minced beef or pork usually smoked; often served on a bread roll',3,,[0 0],0,
hotplate,hotplate,a portable electric appliance for heating or cooking or keeping food warm',1,,0,0,
hourglass,hourglass,a sandglass that runs for sixty minutes',1,,0,0,
hovercraft,hovercraft,a craft capable of moving over water or land on a cushion of air created by jet engines',1,,0,0,
hubcap,hubcap,cap that fits over the hub of a wheel',1,,0,0,
hula hoop,hula_hoop,,,,0,0,
hummingbird,hummingbird,tiny American bird having brilliant iridescent plumage and long slender bills; wings are specialized for vibrating flight',1,,0,0,
hummus,hummus,"a thick spread made from mashed chickpeas, tahini, lemon juice and garlic; used especially as a dip for pita; originated in the Middle East'",1,,0,0,
humvee,humvee,"a high mobility, multipurpose, military vehicle with four-wheel drive'",1,,0,0,
hydrant,hydrant,a faucet for drawing water from a pipe or cask';;'a discharge pipe with a valve and spout at which water may be drawn from the mains of waterworks',2,,[0],0,
hyena,hyena,doglike nocturnal mammal of Africa and southern Asia that feeds chiefly on carrion',1,,0,0,
ice,ice,water frozen in the solid state';; 'the frozen part of a body of water';; 'diamonds';; 'a flavored sugar topping used to coat and decorate cakes';; 'a frozen dessert with fruit flavoring (especially one containing no milk)';; 'an amphetamine derivative (trade name Methedrine) used in the form of a crystalline hydrochloride; used as a stimulant to the nervous system and as an appetite suppressant';; 'a heat engine in which combustion occurs inside the engine rather than in a separate furnace; heat expands a gas that either moves a piston or turns a gas turbine';; 'a rink with a floor of ice for ice hockey or ice skating',8,,0,0,typical
ice cream,ice_cream,frozen dessert containing cream and sugar and flavoring',1,,0,0,
ice cube,ice_cube,a small cube of artificial ice; used for cooling drinks',1,,0,0,
ice pack,ice_pack,a waterproof bag filled with ice: applied to the body (especially the head) to cool or reduce swelling';;'a large expanse of floating ice',2,,[0 0],0,
ice-cream cone,ice-cream_cone,ice cream in a crisp conical wafer',1,,0,0,
icemaker,icemaker,,,,0,0,
icepick,icepick,pick consisting of a steel rod with a sharp point; used for breaking up blocks of ice',1,,0,0,
iceskate,iceskate,,,,0,0,
icicle,icicle,"ice resembling a pendent spear, formed by the freezing of dripping water'",1,,0,0,
iguana,iguana,large herbivorous tropical American arboreal lizards with a spiny crest along the back; used as human food in Central America and South America',1,,0,0,
incense,incense,a substance that produces a fragrant odor when burned';;'the pleasing scent produced when incense is burned',2,,[0],0,
incubator,incubator,apparatus consisting of a box designed to maintain a constant temperature by the use of a thermostat; used for chicks or premature infants',1,,0,0,
inhaler,inhaler,a dispenser that produces a chemical vapor to be inhaled in order to relieve nasal congestion',1,,0,0,
ink,ink,a liquid used for printing or writing or drawing';;'dark protective fluid ejected into the water by cuttlefish and other cephalopods',2,,[0 0],0,
inkwell,inkwell,a small well holding writing ink into which a pen can be dipped',1,,0,0,
insole,insole,the inner sole of a shoe or boot where the foot rests',1,,0,0,
ironing board,ironing_board,narrow padded board on collapsible supports; used for ironing clothes',1,,0,0,
ivy,ivy,Old World vine with lobed evergreen leaves and black berrylike fruits',1,,0,0,
